genesymbol,entrezgene,variant_name,variant_description,variant_groups,api_url,api_variant_id,chromosome,chr_start,chr_stop,refbase,altbase,refbuild,evidence_type,evidence_level,evidence_description,evidence_direction,clinical_significance,variant_origin,status,type,pubmed_id,pubmed_html_link,disease_name,disease_ontology_id,disease_url,drug_names,drug_interaction_type,rating
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,B: Clinical evidence,"This phase I/II trial (NCT01802632) involved 253 non-small cell lung cancer patients with activating EGFR mutations, who had progressed on first generation tyrosine kinase inhibitor treatment, and were subsequently treated with Osimertinib (AZD9291). The overall objective tumor response rate was 51%. Among 127 patients with EGFR T790M who could be evaluated for response, the response rate was 61% (95% CI, 52 to 70). In contrast, among 61 patients without EGFR T790M, the response rate was 21% (95% CI, 12 to 34). The median progression-free survival was 9.6 months in EGFR T790M-positive patients and 2.8 months in EGFR T790M-negative patients.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,25923549,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/25923549' target='_blank'>J盲nne et al., 2015, N. Engl. J. Med.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Osimertinib,NA,4
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,B: Clinical evidence,"This study summarized 9 EGFR-mutant patients from two clinical trials involving rociletinib (NCT01526928) and subsequent osimertinib (NCT01802632). 8 were T790M-positive prior to treatment with osimertinib. 6 transitioned directly from rociletinib to osimertinib. 3 patients achieved PR and 4 achieved SD. The median PFS was 208 days (95% CI, 41-208 days). Among 6 patients who transitioned directly from rociletinib to osimertinib all derived clinical benefit from osimertinib with either prolonged SD or PR.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,26720284,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26720284' target='_blank'>Sequist et al., 2016, JAMA Oncol</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Osimertinib,NA,3
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"For cell harboring EGFR T790M mutation, osimertinib and rociletinib showed potent inhibition compared to erlotinib or afatinib. This study performed drug response assays using five human NSCLC cell lines with various combinations of EGFR mutations. In order to directly compare the sensitivity of multiple EGFR mutations to EGFR-TKIs the authors also generated multiple EGFR transduced Ba/F3 stable cell lines and evaluated sensitivity to EGFR-TKIs by MTS assay.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,26515464,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26515464' target='_blank'>Hirano et al., 2015, Oncotarget</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,"Osimertinib, Rociletinib",Substitutes,2
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"In an in vitro study, a MCF-7 cell line expressing EGFR L858R and T790M co-mutation demonstrated resistance to erlotinib treatment, compared to MCF-7 cells expressing a known erlotinib sensitizing mutation (EGFR L858R). Sensitivity was determined by assessing YFP signal-EGFR relocation.",Supports,Resistance or Non-Response,Somatic Mutation,submitted,evidence,21132006,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/21132006' target='_blank'>Harada et al., 2011, Oncogene</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Erlotinib,NA,NA
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,B: Clinical evidence,"Experimental - Associated drug effects EGFR T790M mutation has been associated with resistance to first generation EGFR tyrosine kinase inhibitors, including erlotinib and gefitinib. In an in vitro study, Ba/F3 cells stably expressing EGFR T790M demonstrated  resistance to gefitinib and erlotinib (greater than 100-fold decreased sensitivity) compared to Ba/F3 expressing wild-type EGFR.",NA,NA,Somatic Mutation,accepted,evidence,19147750,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/19147750' target='_blank'>Kancha et al., 2009, Clin. Cancer Res.</a>",Hematologic Cancer,2531,http://www.disease-ontology.org/?id=DOID:2531,Erlotinib,NA,NA
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"In an in vitro study, the recombinant EGFR T790M mutation kinase was associated with reduced sensitivity to bosutinib(IC50: 491nM), as compared to wild-type EGFR kinase (IC50: 53nM). Resistance was assessed by analyzing kinase inhibition.",Supports,Resistance or Non-Response,Somatic Mutation,submitted,evidence,19039322,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/19039322' target='_blank'>Remsing Rix et al., 2009, Leukemia</a>",Chronic Myeloid Leukemia,8552,http://www.disease-ontology.org/?id=DOID:8552,Bosutinib,NA,NA
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,B: Clinical evidence,"155 patients with lung adenocarcinomas underwent rebiopsy and genotyping (EGFR, AKT1, BRAF, ERBB2, KRAS, MEK1, NRAS, PIK3CA and FISH for MET and HER2) after the development of acquired resistance to EGFR inhibitors (gefitinib or erlotinib). 98 patients were found to have developed EGFR T790M mutations.",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,23470965,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/23470965' target='_blank'>Yu et al., 2013, Clin. Cancer Res.</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,"Gefitinib, Erlotinib",Substitutes,3
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,CO-1686 (Rociletinib) more effectively induced apoptosis in EGFR mutated (T790M and others) NSCLC cell lines than those harboring wildtype EGFR. CO-1686 also more effectively reduced tumor volume of mouse xenografts harboring the T790M than those with wildtype EGFR.,Supports,Sensitivity,Somatic Mutation,accepted,evidence,24065731,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/24065731' target='_blank'>Walter et al., 2013, Cancer Discov</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Rociletinib,NA,3
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,A: Validated,Osimertinib has been approved for the treatment of EGFR T790M mutant NSCLC.,Supports,Sensitivity,Somatic Mutation,accepted,evidence,26729184,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26729184' target='_blank'>Greig, 2016, Drugs</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Osimertinib,NA,5
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,B: Clinical evidence,"48 tumor samples from 41 patients with EGFR mutant lung adenocarcinoma that were resistant to tyrosine kinase inhibition underwent next generation sequencing (NGS failed in 5 samples leading to a remaining 43 specimens from 39 patients). The prevalence of various mutations post-treatment was analyzed. 79%, or 31 out of the 39 patients,  had the T790M EGFR mutation present, indicating its importance in the development of resistance.",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,27304188,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/27304188' target='_blank'>Belchis et al., 2016, Oncotarget</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,"Gefitinib, Erlotinib, Afatinib",Substitutes,3
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,C: Case study,"Case report of a patient with stage IV lung adenocarcinoma and a 15鈥揵ase pair deletion in EGFR exon 19. Partial response with erlotinib was achieved for 15 months after initial chemotherapy. After further progression, rebiopsy additionally identified the EGFR T790M mutation and the patient received several cycles of chemotherapy and targeted therapy including afatinib, cetuximab, erlotinib, AZD9291. She was treated with AZD9291 for 9 months until disease progression.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,26181354,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26181354' target='_blank'>Yu et al., 2015, JAMA Oncol</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Osimertinib,NA,1
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,B: Clinical evidence,"Patients with advanced NSCLC and acquired resistance to EGFR TKI (gefitinib or erlotinib) were analyzed for T790M mutations.  Of the 70 patients analyzed, 36 (51%) had the T790M mutation and 34 (49%) were T790M-negative.  There was no significant difference in the median post-progression or overall survival between patients with T790M mutation and without T790M mutation for initial TKI treatment.  However, subsequent treatment with afatinib showed partial response in six patients where 1/21(5%) were in the T790M-positive group and 5/13 (38%) were in the T790M-negative group (P=0.01).",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,24035188,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/24035188' target='_blank'>Sun et al., 2013, Lung Cancer</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Afatinib,NA,4
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,A: Validated,"Randomized, international, open-label, phase 3 trial (NCT02151981) in 419 patients with T790M-positive advanced NSCLC and disease progression after first-line EGFR-TKI therapy. Patients were randomized, in a 2:1 ratio, to oral osimertinib or chemotherapy (pemetrexed plus either carboplatin or cisplatin every 3 weeks for up to six cycles, maintenance pemetrexed was allowed). Primary end point was PFS, which was significantly longer with osimertinib than with chemotherapy (10.1 months vs. 4.4 months; HR 0.30; 95% CI: 0.23 to 0.41; P<0.001). Objective response rate was significantly better with osimertinib (71%; 95% CI, 65 to 76) than with chemotherapy (31%; 95% CI, 24 to 40) (odds ratio for objective response, 5.39; 95% CI, 3.47 to 8.48; P<0.001).",Supports,Sensitivity,Somatic Mutation,accepted,evidence,27959700,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/27959700' target='_blank'>Mok et al., 2016, N. Engl. J. Med.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Osimertinib,NA,5
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,C: Case study,"In a lung adenocarcinoma patient harboring an EGFR E746_A750 mutation and an acquired EGFR T790M co-mutation, EGFR T790M was associated with sensitivity to osimertinib monotherapy. Prior to the development of the EGFR T790M mutation, the patient was treated with gefitinib and achieved a partial response, but subsequently tumor progression occurred; however, osimertinib treatment resulted a favorable tumor response with the extinguishment of the EGFR T790M mutation. In a stage IV lung adenocarcinoma patient harboring an EGFR L858R mutation and an acquired EGFR T790M co-mutation, EGFR T790M was associated with sensitivity to osimertinib monotherapy. Prior to the development of the EGFR T790M mutation, the patient was treated with erlotinib, followed by gefitinib for 12 months and achieved stable disease, but subsequently metastasis occurred; the EGFR T790M was then identified and subsequent 10 month treatment with osimertinib monotherapy resulted in a 45% disease regression.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,26269204,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26269204' target='_blank'>Planchard et al., 2015, Ann. Oncol.</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Osimertinib,NA,2
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,C: Case study,"In a study of 6 patients with progressive non-small cell lung cancer during gefitinib or erlotinib therapy,  comparison of DNA sequences from the original diagnostic biopsy specimen and the second biopsy specimen demonstrated that 2 patients acquired a new EGFR-T790M mutation.",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,15737014,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/15737014' target='_blank'>Pao et al., 2005, PLoS Med.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Gefitinib,NA,NA
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,C: Case study,"In a study of 14 patients with progressive non-small cell lung cancer during gefitinib,  comparison of DNA sequences from the original diagnostic biopsy specimen and the second biopsy specimen demonstrated that 7 patients acquired a new EGFR-T790M mutation.",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,17020982,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/17020982' target='_blank'>Kosaka et al., 2006, Clin. Cancer Res.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Gefitinib,NA,NA
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"In an in vitro study using NCI-H1666 cells (wildtype EGFR) and NCI-H1975 cells (EGFR-L858R/T790M), inhibition of cell growth was used as an assay to determine sensitivity to reversible tyrosine kinase inhibitor drugs. Cells with an EGFR L858R/T790M mutation demonstrated a reduced response to lapatinib (IC50: >4000nM vs. 534nM) compared to wildtype EGFR cells. Similarly, NIH-3T3 ectopically expression EGFR-L858R/T790M showed reduced sensistivity to lapatinib compared to EGFR wt or L585R mutant cells. These results were further confirmed in a Ba/F3 cell line model",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,18408761,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/18408761' target='_blank'>Li et al., 2008, Oncogene</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Lapatinib,NA,4
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"In an in vitro study using NCI-H322 cells (wildtype EGFR) and NCI-H1975 cells (EGFR-L858R/T790M), inhibition of cell growth was used as an assay to determine sensitivity to irreversible tyrosine kinase inhibitor (TKI) drugs. PF00299804 inhibited the growth of Ba/F3 cell lines containing the EFGR T790M resistance mutation as well as H1975 and H3255 cell lines that contain both EGFR L858R and T790M mutations and H820 containing an EGFR exon 19 deletion (Del 747_L751, Ins S) and a T790M mutation. All three cell lines were resistant to gefitinib in vitro, but sensitive to PF00299804 (IC50 <1 渭mol/L for all three cell lines).",Supports,Sensitivity,Somatic Mutation,accepted,evidence,18089823,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/18089823' target='_blank'>Engelman et al., 2007, Cancer Res.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,PF 00299804,NA,3
